parent_source_uid,source_file_sha256,source_relative_upstream_path,source_corpus,canonical_wav_path,canonical_file_sha256,canonical_raw_pcm_sha256,sample_rate,channels,sample_width_bytes,frame_count,duration_seconds,rms_audit,peak_audit,canonicalisation_status
766edcad0906e49f339a5c17613362ad634be4e02dcc2b51c92b8fd33c70f2e1,766edcad0906e49f339a5c17613362ad634be4e02dcc2b51c92b8fd33c70f2e1,controlled_freeze/pilot_selected_files_v1.1/IRMAS-TrainingData/voi/[voi][pop_roc]2341__2.wav,IRMAS,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\766edcad0906e49f.wav,3106f952f644a8322de6cddbabc9625eafca8e60ed55bf95942494e5cb6c1108,40af7206d78fbc3acf14373076a396dd53af7e7a0f797c2bc9e69cabf5c13077,48000,1,2,143999,2.999979167,2953.136297286,12666,OK
b277be87ba241173c5215c496eab8b953a9b2f7b88313dc0771eb24b2d824840,b277be87ba241173c5215c496eab8b953a9b2f7b88313dc0771eb24b2d824840,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Beethoven-S9-II-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\b277be87ba241173.wav,2a51e19e16da46f58469e31b6e1acf3613c20053075b2454c7dd700380fc7cff,c1ab79536cac8714eff88d204356d16968f87e97f137100b215791f0d2316273,48000,1,2,821082,17.105875000,2142.337695289,14399,OK
bc040d88c6bd2450beb2bdcdcc41e08667ca2d327db5a09f24b74aa0a028f6a0,bc040d88c6bd2450beb2bdcdcc41e08667ca2d327db5a09f24b74aa0a028f6a0,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Brahms-HungarianDance-n5-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\bc040d88c6bd2450.wav,893ec98533423f8573916a2998de39462c9cd3c04f13bf9f66571f8ee48c745b,04ea413d845bd1dfe24d142a854a015ddd9b4bb9089808aa6258b251f25c4cc7,48000,1,2,1328362,27.674208333,4285.873383292,25884,OK
9f74b140a2a25e7686cf9dc935286ec4e07f96710c004b691455ce31cba6542f,9f74b140a2a25e7686cf9dc935286ec4e07f96710c004b691455ce31cba6542f,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Brahms-S3-III-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\9f74b140a2a25e76.wav,ba406376818fbf547db8222100674182e222551f3386954e3554526526da384e,772a20736ea85eb0ad9a7fc5e03a0d417a619a5a093d020deab3052be91ec8d6,48000,1,2,1566751,32.640645833,881.390900901,5510,OK
5a3e15fdc0e4da9b85508c5000bbcbd0942e525f8f35cfa8a78dd3cfb2380f0b,5a3e15fdc0e4da9b85508c5000bbcbd0942e525f8f35cfa8a78dd3cfb2380f0b,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Dvorak-S9-IV-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\5a3e15fdc0e4da9b.wav,ce262a90dec2111555e31990eb63a3146ec0abe98629e33724120bde3870cff2,833bc25ae4548bfb5fb1f51239d95c596ed5194fa2fb61d76c23e26abefad7ce,48000,1,2,1283413,26.737770833,4899.575485512,30943,OK
c6c22bd5d4b55c0d55adcfbcd823ba8be0c7129c194a773dfad2701688501de9,c6c22bd5d4b55c0d55adcfbcd823ba8be0c7129c194a773dfad2701688501de9,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Grieg-PeerGynt-MorningMood-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\c6c22bd5d4b55c0d.wav,ea86eca3dc4a0fff04a8c49fe1979c8b716ed0dfe5e3ee8405e0e22d260dde6a,954f0231a69249807ac08daf175fed2fb2d8528f0324cf9d3beb36ae0d264328,48000,1,2,1267343,26.402979167,5061.246847672,29512,OK
307a51a20bb86fb2a2e78000594d8630739fdfd6a3992cd33028ac306d66bfae,307a51a20bb86fb2a2e78000594d8630739fdfd6a3992cd33028ac306d66bfae,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Grieg-PeerGynt-MorningMood-ex2.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\307a51a20bb86fb2.wav,25b0d1e977df666754061e36fcae88761d1a53201d75955c1c3e7be76ffccee4,8c364bf5d0f94e23cdd4f55d26cbe0339ed1aee562aeac3129f6020174c6a70b,48000,1,2,1309521,27.281687500,2439.720615544,16293,OK
d1bdb878a2354fe9e2314b20524a3d2005c9dac55bc8af5fdc3455a2f3dbc865,d1bdb878a2354fe9e2314b20524a3d2005c9dac55bc8af5fdc3455a2f3dbc865,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Haydn-S94-Menuet-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\d1bdb878a2354fe9.wav,141d278e5b8106578699d5cec411ef00575ba80e18bf8d3172006985a8fd26a2,0aa8ea0534dca7d1e4fae19404ec827487a13329b28ffbd2a303950374f77835,48000,1,2,1018160,21.211666667,1000.135296997,8221,OK
52455e80e43c83f4c8bdff924680911caa2d3d8d5cf1006c2a1c2d854e3d5907,52455e80e43c83f4c8bdff924680911caa2d3d8d5cf1006c2a1c2d854e3d5907,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Haydn-S94-Menuet-ex2.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\52455e80e43c83f4.wav,079bb07842c96fd612fd76b69fe64fc87c12db7e7a19827862688d4ff9de0129,44685a480339169db32f1978829135402e19fdf7af7090ce5c3f3d95f69d15e5,48000,1,2,621840,12.955000000,1002.000701746,7706,OK
4238d31fd462e949bf8a77730c604520973ad1e1f8d1be46b81960e02961a997,4238d31fd462e949bf8a77730c604520973ad1e1f8d1be46b81960e02961a997,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Holst-ThePlanets-Jupiter-ex3.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\4238d31fd462e949.wav,fc5edca83f29902fc6cde454245998e1d2807192e041dc2d28c0df5e61de9fff,c352d38217932dd1c0d11c82d264e07888837fe2a1ea30010cfd14f0f6b65a89,48000,1,2,1047760,21.828333333,1137.765819346,5753,OK
d812da637b05043d2a02215e99786dfe23ce12b6673dd1e2cb1be043b2ab3ce9,d812da637b05043d2a02215e99786dfe23ce12b6673dd1e2cb1be043b2ab3ce9,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Musorgski-Ravel-PicturesExhibition-Promenade1-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\d812da637b05043d.wav,3a57f58b30c7b307a2a5688474cba89f806455d7517d601dc249a0626e70fe8d,eae93f4020617751dac60cc9dd22b26775433eac1fcb58af9cc97e39d03e8d58,48000,1,2,722630,15.054791667,1544.333040210,10964,OK
53be306e7fca4b772bcf47ad0f89b89df467ffef84dcd1781b376efac119a31f,53be306e7fca4b772bcf47ad0f89b89df467ffef84dcd1781b376efac119a31f,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Musorgski-Ravel-PicturesExhibition-ex7.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\53be306e7fca4b77.wav,71a4f42b1e850c628a9cd823272847b7a892b3744f0049f890a46611ebc4d7e2,f9286663c96cfa82dd6eb77f8e063dc9046cbed192fafb9bca409400326b8325,48000,1,2,487081,10.147520833,1511.604389289,8210,OK
47e8e1c16b1cf7125b78fb3b740dc2c6269d818889c5fb70f55f6604579297ed,47e8e1c16b1cf7125b78fb3b740dc2c6269d818889c5fb70f55f6604579297ed,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Musorgski-Ravel-PicturesExhibition-ex8.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\47e8e1c16b1cf712.wav,9f69c7c0fea8b038b84e22cd345a3fab15603da96004df4a30ee1f3733579a28,86c7bd7ef63da1593ee27c03e5e8b47b9282e3da3f71732f464bee7537319258,48000,1,2,1196045,24.917604167,1348.718691558,9224,OK
d06ab2695c78f267b64f92a456c036ec80cbcddca0e8f40f6d90a6c485b28150,d06ab2695c78f267b64f92a456c036ec80cbcddca0e8f40f6d90a6c485b28150,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Profofiev-Romeo&Juliet-DanceKnights-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\d06ab2695c78f267.wav,abb7a7bd7a3401da26ae9fc831c3f3bacea47174f0353f22905fd10ecf0ff2b1,4834fb2448fc26036767e49003e8b287c8fcbda27e5bdc2a3394affef0c3f755,48000,1,2,938800,19.558333333,2148.684749862,12036,OK
dac0406b845669a23166281070b6870f0491e44b47a4816623b4e9f1fdcaa866,dac0406b845669a23166281070b6870f0491e44b47a4816623b4e9f1fdcaa866,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Ravel-Bolero-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\dac0406b845669a2.wav,abd547c25a88873364d76bc0e390840ca2d9d2b585e11d38ac203c809682e1ca,f52dcde9d1c0515d057681eeea0b638148f3ab4312b6c873b9c0d3122909a685,48000,1,2,960613,20.012770833,1622.994326806,11238,OK
aea2badb195b977a275dd5cfa3320e28f27746515dd60c746a046e259ccd3a81,aea2badb195b977a275dd5cfa3320e28f27746515dd60c746a046e259ccd3a81,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Rimski-Korsakov-Scheherazade-Kalender-ex3.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\aea2badb195b977a.wav,243e3d8907d44fe46b5188af27f34a4df38095fb001a16216dc26256790c0c35,3156e2205491e9f8f1da2f9a125701457cfab69123620592d715e0a1c550ab7e,48000,1,2,1345458,28.030375000,2388.365568225,22302,OK
7a552c3bdb042b769079a05424b009f5cfb7180c9426e94b321d7abdfc744594,7a552c3bdb042b769079a05424b009f5cfb7180c9426e94b321d7abdfc744594,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Rimski-Korsakov-Scheherazade-Sea-SinbadShip-ex2.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\7a552c3bdb042b76.wav,8125cf2113da864de90c3b6bd92374a00f9a4cd3a064cf28c6bd81ace9b6e6ca,e1efb6ba051f06fd07f46b9c01626e3f998cc9790f9eede976178fdd282366e4,48000,1,2,1478580,30.803750000,2006.217020151,12879,OK
70fd39e6b71a9ae3e46ac5ae26a764ad4d7593d0b5a83bffdd91da2ac4449241,70fd39e6b71a9ae3e46ac5ae26a764ad4d7593d0b5a83bffdd91da2ac4449241,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Schubert-S8-II-ex2.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\70fd39e6b71a9ae3.wav,679d17259441f1d3ad2dee7a26f2db00aba8d5bdc5a782113de20129f7154560,6ec754a78eb627ce331c4a3691494bc5fa91834a061dacf449a9e348e5173f0a,48000,1,2,1429767,29.786812500,558.390808974,4848,OK
7a7312578d621187f9bbb3c9d552255c69f2eea2f55ee22d32b347aa101308c7,7a7312578d621187f9bbb3c9d552255c69f2eea2f55ee22d32b347aa101308c7,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Strauss-BlueDanube-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\7a7312578d621187.wav,79f6a4d6fe35742dfef36054f611686afddd2ab43fae8589671bbe9dfec641cc,32e89b5390c0c72916907611c7c0dad71bb74e0de9aaba45cddfb91ad1b75981,48000,1,2,1419531,29.573562500,2499.717228192,20534,OK
3312c64474e8ec3f4fa3d36556d538057b5cbd6d5ad2ceeaabe7335696bcf1c5,3312c64474e8ec3f4fa3d36556d538057b5cbd6d5ad2ceeaabe7335696bcf1c5,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Strauss-BlueDanube-ex3.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\3312c64474e8ec3f.wav,a96dff89bcdd07c902135c136ac6f4773fe014990ffcd12eab421352cd23a5a8,c33e84dc1311665f824f2d7da135fd5fa52ab9b249b762bf6d08155942e85616,48000,1,2,717860,14.955416667,2707.106640806,20400,OK
c96a0ee32517db5f6383915bbe1905e6f2ed9e0883b74c9b8591d67256cf5a73,c96a0ee32517db5f6383915bbe1905e6f2ed9e0883b74c9b8591d67256cf5a73,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/mono/Wagner-Tannhauser-Act2-ex2.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\c96a0ee32517db5f.wav,786071f2c75907e3b3034ef81e5ac1e7047b0db29729dd4d90290e8cc7d141f2,769f396f0cf43dbf2938bf8e1812b4b7d552b140b8afca7061b1d9bfa6dd22c1,48000,1,2,890740,18.557083333,1833.979660053,12301,OK
b0a78dcabbcafe1f7d22401fd70c3e30426d04061fe1c9c80c674a6bb3476040,b0a78dcabbcafe1f7d22401fd70c3e30426d04061fe1c9c80c674a6bb3476040,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Beethoven-S9-II-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\b0a78dcabbcafe1f.wav,dff64b2dc812bd78499c8a0f25bbf28e859f8df113ab5faf0dfdec1bd91f8c15,5dbf5db9d41195b9edf44585f91a47fc7190d4154603b2ae920ca7d1fdd30e9b,48000,1,2,821082,17.105875000,2142.150014038,14398,OK
c640e91c29868e4329f75d73a2ab0ebded07443fbff21c6cc93d52a3354277ce,c640e91c29868e4329f75d73a2ab0ebded07443fbff21c6cc93d52a3354277ce,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Brahms-HungarianDance-n5-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\c640e91c29868e43.wav,d40c7439647314082b57aa7c84dd02a658f8ab20c19a1de9280714f1bb34e825,5f3d734337cf80774c8eb98d3a5e6dddd36bf9b34914bdf0c22d42c69875dba7,48000,1,2,1328362,27.674208333,4285.687447568,25883,OK
0eb398e1291f4fedf30b4827143156eaac33cc8bb44f4c96fd855dd27a4ad35c,0eb398e1291f4fedf30b4827143156eaac33cc8bb44f4c96fd855dd27a4ad35c,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Brahms-S3-III-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\0eb398e1291f4fed.wav,d9365937bdd203489c0671804cca6fee8999d1683b1ff5dcf929ec99465bb48f,a02a16bb05f534992802e2367ced7d0aa12d1d949a5f6c37b47eba72a82d4951,48000,1,2,1566751,32.640645833,881.203666797,5510,OK
93856e9934d89d298b38dca00d777ed1a81ce065a37655fcebe9a7eee66ad573,93856e9934d89d298b38dca00d777ed1a81ce065a37655fcebe9a7eee66ad573,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Dvorak-S9-IV-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\93856e9934d89d29.wav,075d2594bf6d0eec26478170b2000d3581659c66017e1b3e4cbe1194ef2fe235,ca6832c6f7a1885b850180f601fc719172cfd7c8c8f9eac0411d793e34e62c59,48000,1,2,1283413,26.737770833,4899.392354798,30943,OK
08dcb05a1d1da9089ed9b7e384c01034ed43134f6c59346b6840e897ac936ac5,08dcb05a1d1da9089ed9b7e384c01034ed43134f6c59346b6840e897ac936ac5,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Grieg-PeerGynt-MorningMood-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\08dcb05a1d1da908.wav,0b7aa6e3cd3fed2b068f9a53822904bce94cec8e20eafa0a7513c7f747437a58,1f3088c4524f125134f6465e1718c829906223db3f8a174d5fdca469027cb0e0,48000,1,2,1267343,26.402979167,5061.051122803,29512,OK
6456b571733575322b6e289b34fb058bb222d8010b94453795b95df609d1dda2,6456b571733575322b6e289b34fb058bb222d8010b94453795b95df609d1dda2,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Grieg-PeerGynt-MorningMood-ex2.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\6456b57173357532.wav,23a761a03aa04361ec743d7834b4314b24e72c4dadb2677d09aafcd904476376,5c9696a9445d1aff6b9683490e8123efdeca0cfec9e850882179be69378705f9,48000,1,2,1309521,27.281687500,2439.536929004,16292,OK
19f56a2fabac21a231fc825e3a43ea23e37079dc5f5b0e8e474804bc2b71e23f,19f56a2fabac21a231fc825e3a43ea23e37079dc5f5b0e8e474804bc2b71e23f,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Haydn-S94-Menuet-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\19f56a2fabac21a2.wav,56874e5ff8ebf5eab43db486a409e28957b7b9ad257dd454f2af417c84376386,dca58f375712da0ce3113d811e78e3f8dbf8e9d60fd38102b9fe64bf4f81677c,48000,1,2,1018160,21.211666667,999.952256950,8221,OK
1bb22b1b6c0d4a81980318ab1436492436074a45f61fee72fd9adbdeadd58491,1bb22b1b6c0d4a81980318ab1436492436074a45f61fee72fd9adbdeadd58491,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Haydn-S94-Menuet-ex2.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\1bb22b1b6c0d4a81.wav,f5b239aa2009715b63d86b7b1d3e99225b7b8c4cb87316b943ab28df91dd5270,45ff81de41fec07da4cc33dec5097e081e13951a8fc640392d4f7c9d7d74a13d,48000,1,2,621840,12.955000000,1001.823333948,7706,OK
a796a40c473652eb3347f2a37eef95b3d544cdabf465836c687b8c9c101cc726,a796a40c473652eb3347f2a37eef95b3d544cdabf465836c687b8c9c101cc726,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Holst-ThePlanets-Jupiter-ex3.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\a796a40c473652eb.wav,0022c5c753f64d3d8ea4244ef81aa2cfa83915ea0c2fd92ee364a88ae4531fd6,3e2b9de52202f347cb48ee9637caff74e3d4e54fb1d70799c1f18b58ee2590db,48000,1,2,1047760,21.828333333,1137.569925018,5753,OK
84ab896cc5bd1f24d9850b7f437f60abb6eb81a6b82967dd03403c65d0af4b26,84ab896cc5bd1f24d9850b7f437f60abb6eb81a6b82967dd03403c65d0af4b26,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Musorgski-Ravel-PicturesExhibition-Promenade1-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\84ab896cc5bd1f24.wav,22382cf6d2c1b39ee317bee7e7cb6bd88c3d4fe0505601847910294837b77922,edc8924dba182d4a86f64a7548b6be2fa9110452a6617ee8b2ed48bd735dc891,48000,1,2,722630,15.054791667,1544.162032301,10964,OK
546604615f6ed72d886a0ee2d793995fc2fd7bec3cd803131c24f4afabbed95e,546604615f6ed72d886a0ee2d793995fc2fd7bec3cd803131c24f4afabbed95e,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Musorgski-Ravel-PicturesExhibition-ex7.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\546604615f6ed72d.wav,561757685b67e8adaf84d02ab10fd031fb12acb9d07fbc094117d3c61a025718,7961e11bb2b3e81a262fa6bb337e3b84cf050244fea8045e834abd8144433f04,48000,1,2,487081,10.147520833,1511.418361289,8209,OK
319f1797f3d4c3bb2b1642dfa8343bedb2bff3ca8a20c596916999d9e4aa8043,319f1797f3d4c3bb2b1642dfa8343bedb2bff3ca8a20c596916999d9e4aa8043,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Musorgski-Ravel-PicturesExhibition-ex8.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\319f1797f3d4c3bb.wav,abe472bc2688e7876164f34ddab76ec841ba19f6fac0931dc0e72720a521d865,73fdf51bacd926e95739bacbaf546e7e1469711f3a88ef8eb97c877e86d9ec76,48000,1,2,1196045,24.917604167,1348.533981064,9224,OK
a36ad2cfbfe5591d98a0894b8af832bd1eba408747d2f6d9bb45ed2ff00def09,a36ad2cfbfe5591d98a0894b8af832bd1eba408747d2f6d9bb45ed2ff00def09,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Profofiev-Romeo&Juliet-DanceKnights-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\a36ad2cfbfe5591d.wav,7d6b33599146b8878eba8ed86a3c5aa83a2c6f4ea099283988b351589c414914,b1ebfcc4a168a10ea23002635135718d2950b70c9721e316200dc119290f0c51,48000,1,2,938800,19.558333333,2148.490419820,12035,OK
1a80e4dc5225aa8cce026fff16ba0a2bc3f75bf5e5cd321ede9b2c48731dff6d,1a80e4dc5225aa8cce026fff16ba0a2bc3f75bf5e5cd321ede9b2c48731dff6d,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Ravel-Bolero-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\1a80e4dc5225aa8c.wav,cc8c275c8016dbc36f6224dca8b2f27b2a8da5f9bfbf5b992684fba9ef74efad,9b5e87e1b9f4905e931d5cb703a568488216065f6db5be9c26a310617731c112,48000,1,2,960613,20.012770833,1622.803584462,11237,OK
76b1eaa7cb26c603f367d27906239b1f7a729db2ff5821e3d880070f2947ca8c,76b1eaa7cb26c603f367d27906239b1f7a729db2ff5821e3d880070f2947ca8c,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Rimski-Korsakov-Scheherazade-Kalender-ex3.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\76b1eaa7cb26c603.wav,ff72b1dd7f2b20b6b0b27ca3033dcc1c2c30b42da996a43be2bd1100a6a091b9,aef9f464db3cab63b3503bd7b55ed8f49e3741eb6e0261cf59a59b10f7ad5b19,48000,1,2,1345458,28.030375000,2388.204854701,22302,OK
bc50062f8cb6311e7c30c650fd7f2ea06b3665521e31629b076dc8e6d461fd89,bc50062f8cb6311e7c30c650fd7f2ea06b3665521e31629b076dc8e6d461fd89,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Rimski-Korsakov-Scheherazade-Sea-SinbadShip-ex2.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\bc50062f8cb6311e.wav,c2cbd0d65df292b8e95169b0e424ce9f5e6ce1281b2fb0d26ff3e192fde48d53,3ffcb9c826e3c6688fc8a3949be38bf693528bbd82576b8481b8f15d35a56dbd,48000,1,2,1478580,30.803750000,2006.031618594,12879,OK
454548bc43c0d745cfdd5902742981e176a98e5844db0a0fb4848287ee17dc07,454548bc43c0d745cfdd5902742981e176a98e5844db0a0fb4848287ee17dc07,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Schubert-S8-II-ex2.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\454548bc43c0d745.wav,85c32b803781e3c0caf4bfcbb8cb480ef098900d50c7b1c791bfd8cd3aaed109,64a32ea0b822586955ba717238257120784afce18ecaaef257ede6c07e9c68ac,48000,1,2,1429767,29.786812500,558.223086694,4848,OK
882e525f84016a988f0deb80dbbc400eb13b6263fb009aa3620b2cbb63fe5a6f,882e525f84016a988f0deb80dbbc400eb13b6263fb009aa3620b2cbb63fe5a6f,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Strauss-BlueDanube-ex1.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\882e525f84016a98.wav,c0757b5087fea9f2c01299fe87e478daef0467e992074719e94cb3d9ff6064e4,7af29ca8adda1b57a543f0d587d6a83c971469a812b4d06c1dc077c5b2d40c93,48000,1,2,1419531,29.573562500,2499.532050213,20534,OK
9ddf7249e2a40b9a3a364fce57619ef3c30c00fb959fc7d3123beb09795cf37f,9ddf7249e2a40b9a3a364fce57619ef3c30c00fb959fc7d3123beb09795cf37f,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Strauss-BlueDanube-ex3.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\9ddf7249e2a40b9a.wav,81f6c647269b84c0c23b2c800ae8417bb89a1fbae459cd3fb1b0ae9ff6a6d806,ef91528671fa581274317a02626474a4c08c585a0adae2316baa3973ec3eca05,48000,1,2,717860,14.955416667,2706.919917945,20400,OK
e16955e7bb40bb6441adb32cd34d6bbac56e09a35f71b9e6979a62c244004e5c,e16955e7bb40bb6441adb32cd34d6bbac56e09a35f71b9e6979a62c244004e5c,controlled_freeze/pilot_selected_files_v1.1/Orchset/audio/stereo/Wagner-Tannhauser-Act2-ex2.wav,Orchset,[REDACTED_LOCAL_PATH]\Tony Hidayat\AQ_OpenWorld_Codec_Provenance\02_canonical_pcm\e16955e7bb40bb64.wav,ac00606aaef650ae35fc73f9cf3dd88d313aa5e2d83d4424202b343209652abf,8ab4c67f1341414ff3d894461b676ef08de2996da53efc864978838cc1cf9cf2,48000,1,2,890740,18.557083333,1833.790407720,12301,OK
